AL;AL0064;SHEFFIELD PUBLIC LIBRARY                                    ;-3                                                                              ;2000;37;5;253219;13639;55993;8399;71333
AL;AL0065;NORTHWEST REGIONAL LIBRARY                                  ;-3                                                                              ;2064;5;3;103419;34594;131833;5525;8697
AL;AL0066;HAMILTON - CLYDE NIX PUBLIC LIBRARY                         ;-3                                                                              ;2080;6;1.5;61443;6381;13673;3451;18560
AL;AL0067;KENNEDY PUBLIC LIBRARY                                      ;-3                                                                              ;1664;2;0.8;13280;497;440;122;364
AL;AL0068;GUIN - MCHS COMMUNITY LIBRARY                               ;-3                                                                              ;2024;9;1.75;40937;2198;14951;4843;14684
AL;AL0069;MILLPORT PUBLIC LIBRARY                                     ;-3                                                                              ;1456;4;0.7;25154;1023;4016;717;1726
AL;AL0070;RUSSELLVILLE PUBLIC LIBRARY                                 ;-3                                                                              ;1536;2;3;57845;17982;7812;1560;16448
AL;AL0071;SULLIGENT PUBLIC LIBRARY                                    ;-3                                                                              ;2080;5;1.25;52904;1980;9473;2477;8726
AL;AL0072;VERNON - MARY WALLACE COBB MEMORIAL LIBRARY                 ;-3                                                                              ;2210;9;1.5;70312;1913;13635;2477;11037
AL;AL0073;RED BAY - WEATHERFORD PUBLIC LIBRARY                        ;-3                                                                              ;1300;6;0.63;42974;3256;9835;4165;8925
AL;AL0074;WINFIELD PUBLIC LIBRARY                                     ;-3                                                                              ;2340;9;1.5;75795;4642;25515;7457;33079
AL;AL0076;ATHENS - LIMESTONE PUBLIC LIBRARY                           ;www.athenslimestone.lib.al.us                                                   ;2341;16;10.5;515215;73898;82683;21651;137705
AL;AL0077;DECATUR PUBLIC LIBRARY                                      ;WWW.DECATUR.LIB.AL.US                                                           ;3328;51;19.25;911057;86490;252099;65157;233080
AL;AL0078;HARTSELLE - WILLIAM BRADFORD HUIE PUBLIC LIBRARY            ;-3                                                                              ;2184;8;3;97788;21439;35348;10367;35348
AL;AL0079;LAWRENCE COUNTY PUBLIC LIBRARY                              ;-3                                                                              ;2092;18;4.96;151737;32669;41107;22151;50480
AL;AL0080;BALDWIN COUNTY LIBRARY COOPERATIVE                          ;WWW.GULFTEL.COM/BCLC                                                            ;6032;6;6;207650;91465;45793;11090;44470
AL;AL0081;DAPHNE PUBLIC LIBRARY                                       ;DAPHNEAL.COM/LIBRARY                                                            ;2815;8;13.29;594685;18956;220042;15704;295002
AL;AL0082;FAIRHOPE PUBLIC LIBRARY                                     ;WWW.FAIRHOPELIBRARY.ORG                                                         ;2583;74;12.88;861352;16618;184426;49183;220267
AL;AL0083;FOLEY PUBLIC LIBRARY                                        ;WWW.FOLEYLIBRARY.ORG                                                            ;2819;52;12.92;848021;13383;256667;39410;258231
AL;AL0084;BAY MINETTE PUBLIC LIBRARY                                  ;WWW.BAYMINETTEPUBLICLIBRARY.ORG                                                 ;2756;5;7;284005;7726;75400;19240;88441
AL;AL0085;LOXLEY PUBLIC LIBRARY                                       ;-3                                                                              ;1350;8;1.7;26554;1621;7500;1250;11005
